"Strain"	"Bead"	"IDensP"	"IngesP"	"IngesPLSD"	"IngesPUSD"
"CR6"	"M"	3.8	0.0685	0.0548	0.0822
"CR6"	"M"	3.9	0.0697	0.05576	0.08364
"CR6"	"M"	4	0.0709	0.05672	0.08508
"CR6"	"M"	4.1	0.0721	0.05768	0.08652
"CR6"	"M"	4.2	0.0732	0.05856	0.08784
"CR6"	"M"	4.3	0.0743	0.05944	0.08916
"CR6"	"M"	4.4	0.0755	0.0604	0.0906
"CR6"	"M"	4.5	0.0766	0.06128	0.09192
"CR6"	"M"	4.6	0.0776	0.06208	0.09312
"CR6"	"M"	4.7	0.0787	0.06296	0.09444
"CR6"	"M"	4.8	0.0797	0.06376	0.09564
"CR6"	"M"	4.9	0.0808	0.06464	0.09696
"CR6"	"M"	5	0.0818	0.06544	0.09816
"CR6"	"M"	5.1	0.0828	0.06624	0.09936
"CR6"	"M"	5.2	0.0837	0.06696	0.10044
"CR6"	"M"	5.3	0.0847	0.06776	0.10164
"CR6"	"M"	5.4	0.0857	0.06856	0.10284
"CR6"	"M"	5.5	0.0866	0.06928	0.10392
"CR6"	"M"	5.6	0.0875	0.07	0.105
"CR6"	"M"	5.7	0.0884	0.07072	0.10608
"CR6"	"M"	5.8	0.0893	0.07144	0.10716
"CR6"	"M"	5.9	0.0902	0.07216	0.10824
"CR6"	"M"	6	0.0911	0.07288	0.10932
"CR6"	"M"	6.1	0.0919	0.07352	0.11028
"CR6"	"M"	6.2	0.0928	0.07424	0.11136
"CR6"	"M"	6.3	0.0936	0.07488	0.11232
"CR6"	"M"	6.4	0.0944	0.07552	0.11328
"CR6"	"M"	6.5	0.0952	0.07616	0.11424
"CR6"	"M"	6.6	0.096	0.0768	0.1152
"CR6"	"M"	6.7	0.0968	0.07744	0.11616
"CR6"	"M"	6.8	0.0976	0.07808	0.11712
"CR6"	"M"	6.9	0.0984	0.07872	0.11808
"CR6"	"M"	7	0.0991	0.07928	0.11892
"CR6"	"M"	7.1	0.0998	0.07984	0.11976
"CR6"	"M"	7.2	0.1006	0.08048	0.12072
"CR6"	"M"	7.3	0.1013	0.08104	0.12156
"CR6"	"M"	7.4	0.102	0.0816	0.1224
"CR6"	"M"	7.5	0.1027	0.08216	0.12324
"CR6"	"M"	7.6	0.1034	0.08272	0.12408
"CR6"	"M"	7.7	0.1041	0.08328	0.12492
"CR6"	"M"	7.8	0.1048	0.08384	0.12576
"CR6"	"M"	7.9	0.1055	0.0844	0.1266
"CR6"	"M"	8	0.1061	0.08488	0.12732
"CR6"	"M"	8.1	0.1068	0.08544	0.12816
"CR6"	"M"	8.2	0.1074	0.08592	0.12888
"CR6"	"M"	8.3	0.108	0.0864	0.1296
"CR6"	"M"	8.4	0.1087	0.08696	0.13044
"CR6"	"M"	8.5	0.1093	0.08744	0.13116
"CR6"	"M"	8.6	0.1099	0.08792	0.13188
"CR6"	"M"	8.7	0.1105	0.0884	0.1326
"CR6"	"M"	8.8	0.1111	0.08888	0.13332
"CR6"	"M"	8.9	0.1117	0.08936	0.13404
"CR6"	"M"	9	0.1123	0.08984	0.13476
"CR6"	"M"	9.1	0.1129	0.09032	0.13548
"CR6"	"M"	9.2	0.1134	0.09072	0.13608
"CR6"	"M"	9.3	0.114	0.0912	0.1368
"CR6"	"M"	9.4	0.1146	0.09168	0.13752
"CR6"	"M"	9.5	0.1151	0.09208	0.13812
"CR6"	"M"	9.6	0.1156	0.09248	0.13872
"CR6"	"M"	9.7	0.1162	0.09296	0.13944
"CR6"	"M"	9.8	0.1167	0.09336	0.14004
"CR6"	"M"	9.9	0.1172	0.09376	0.14064
"CR6"	"M"	10	0.1177	0.09416	0.14124
"CR6"	"M"	10.1	0.1182	0.09456	0.14184
"CR6"	"M"	10.2	0.1188	0.09504	0.14256
"CR6"	"M"	10.3	0.1193	0.09544	0.14316
"CR6"	"M"	10.4	0.1198	0.09584	0.14376
"CR6"	"M"	10.5	0.1202	0.09616	0.14424
"CR6"	"M"	10.6	0.1207	0.09656	0.14484
"CR6"	"M"	10.7	0.1212	0.09696	0.14544
"CR6"	"M"	10.8	0.1217	0.09736	0.14604
"CR6"	"M"	10.9	0.1221	0.09768	0.14652
"CR6"	"M"	11	0.1226	0.09808	0.14712
"CR6"	"M"	11.1	0.1231	0.09848	0.14772
"CR6"	"M"	11.2	0.1235	0.0988	0.1482
"CR6"	"M"	11.3	0.124	0.0992	0.1488
"CR6"	"M"	11.4	0.1244	0.09952	0.14928
"CR6"	"M"	11.5	0.1249	0.09992	0.14988
"CR6"	"M"	11.6	0.1253	0.10024	0.15036
"CR6"	"M"	11.7	0.1257	0.10056	0.15084
"CR6"	"M"	11.8	0.1262	0.10096	0.15144
"CR6"	"M"	11.9	0.1266	0.10128	0.15192
"CR6"	"M"	12	0.127	0.1016	0.1524
"CR6"	"M"	12.1	0.1274	0.10192	0.15288
"CR6"	"M"	12.2	0.1278	0.10224	0.15336
"CR6"	"M"	12.3	0.1282	0.10256	0.15384
"CR6"	"M"	12.4	0.1286	0.10288	0.15432
"CR6"	"M"	12.5	0.129	0.1032	0.1548
"CR6"	"M"	12.6	0.1294	0.10352	0.15528
"CR6"	"M"	12.7	0.1298	0.10384	0.15576
"CR6"	"M"	12.8	0.1302	0.10416	0.15624
"CR6"	"M"	12.9	0.1306	0.10448	0.15672
"CR6"	"M"	13	0.131	0.1048	0.1572
"CR6"	"M"	13.1	0.1313	0.10504	0.15756
"CR6"	"M"	13.2	0.1317	0.10536	0.15804
"CR6"	"M"	13.3	0.132	0.1056	0.1584
"CR6"	"M"	13.4	0.1324	0.10592	0.15888
"CR6"	"M"	13.5	0.1328	0.10624	0.15936
"CR6"	"M"	13.6	0.1331	0.10648	0.15972
"CR6"	"M"	13.7	0.1335	0.1068	0.1602
"CR6"	"M"	13.8	0.1338	0.10704	0.16056
"CR6"	"M"	13.9	0.1342	0.10736	0.16104
"CR6"	"M"	14	0.1345	0.1076	0.1614
"CR6"	"M"	14.1	0.1349	0.10792	0.16188
"CR6"	"M"	14.2	0.1352	0.10816	0.16224
"CR6"	"M"	14.3	0.1356	0.10848	0.16272
"CR6"	"M"	14.4	0.1359	0.10872	0.16308
"CR6"	"M"	14.5	0.1362	0.10896	0.16344
"CR6"	"M"	14.6	0.1365	0.1092	0.1638
"CR6"	"M"	14.7	0.1368	0.10944	0.16416
"CR6"	"M"	14.8	0.1372	0.10976	0.16464
"CR6"	"M"	14.9	0.1375	0.11	0.165
"CR6"	"M"	15	0.1378	0.11024	0.16536
"CR1"	"H"	0.1	3e-04	0.00024	0.00036
"CR1"	"H"	0.2	5e-04	4e-04	6e-04
"CR1"	"H"	0.3	7e-04	0.00056	0.00084
"CR1"	"H"	0.4	9e-04	0.00072	0.00108
"CR1"	"H"	0.5	0.0011	0.00088	0.00132
"CR1"	"H"	0.6	0.0013	0.00104	0.00156
"CR1"	"H"	0.7	0.0014	0.00112	0.00168
"CR1"	"H"	0.8	0.0016	0.00128	0.00192
"CR1"	"H"	0.9	0.0017	0.00136	0.00204
"CR1"	"H"	1	0.0019	0.00152	0.00228
"CR1"	"H"	1.1	0.002	0.0016	0.0024
"CR1"	"H"	1.2	0.0021	0.00168	0.00252
"CR1"	"H"	1.3	0.0022	0.00176	0.00264
"CR1"	"H"	1.4	0.0023	0.00184	0.00276
"CR1"	"H"	1.5	0.0024	0.00192	0.00288
"CR1"	"H"	1.6	0.0025	0.002	0.003
"CR1"	"H"	1.7	0.0026	0.00208	0.00312
"CR1"	"H"	1.8	0.0027	0.00216	0.00324
"CR1"	"H"	1.9	0.0028	0.00224	0.00336
"CR1"	"H"	2	0.0029	0.00232	0.00348
"CR1"	"H"	2.1	0.003	0.0024	0.0036
"CR1"	"H"	2.2	0.0031	0.00248	0.00372
"CR1"	"H"	2.3	0.0031	0.00248	0.00372
"CR1"	"H"	2.4	0.0032	0.00256	0.00384
"CR1"	"H"	2.5	0.0033	0.00264	0.00396
"CR1"	"H"	2.6	0.0033	0.00264	0.00396
"CR1"	"H"	2.7	0.0034	0.00272	0.00408
"CR1"	"H"	2.8	0.0034	0.00272	0.00408
"CR1"	"H"	2.9	0.0035	0.0028	0.0042
"CR1"	"H"	3	0.0036	0.00288	0.00432
"CR1"	"H"	3.1	0.0036	0.00288	0.00432
"CR1"	"H"	3.2	0.0037	0.00296	0.00444
"CR1"	"H"	3.3	0.0037	0.00296	0.00444
"CR1"	"H"	3.4	0.0038	0.00304	0.00456
"CR1"	"H"	3.5	0.0038	0.00304	0.00456
"CR1"	"H"	3.6	0.0039	0.00312	0.00468
"CR1"	"H"	3.7	0.0039	0.00312	0.00468
"CR1"	"H"	3.8	0.004	0.0032	0.0048
"CR1"	"H"	3.9	0.004	0.0032	0.0048
"CR1"	"H"	4	0.004	0.0032	0.0048
"CR1"	"H"	4.1	0.0041	0.00328	0.0049
"CR1"	"H"	4.2	0.0041	0.00328	0.0049
"CR1"	"H"	4.3	0.0042	0.00336	0.005
"CR1"	"H"	4.4	0.0042	0.00336	0.005
"CR1"	"H"	4.5	0.0042	0.00336	0.005
"CR1"	"H"	4.6	0.0043	0.00344	0.005
"CR1"	"H"	4.7	0.0043	0.00344	0.0051
"CR1"	"H"	4.8	0.0043	0.00344	0.0051
"CR1"	"H"	4.9	0.0043	0.00344	0.0051
"CR1"	"H"	5	0.0044	0.00352	0.0052
"CR1"	"H"	5.1	0.0044	0.00352	0.0052
"CR1"	"H"	5.2	0.0044	0.00352	0.0052
"CR1"	"H"	5.3	0.0045	0.0036	0.0052
"CR1"	"H"	5.4	0.0045	0.0036	0.0052
"CR1"	"H"	5.5	0.0045	0.0036	0.0053
"CR1"	"H"	5.6	0.0046	0.00368	0.0053
"CR1"	"H"	5.7	0.0046	0.00368	0.0053
"CR1"	"H"	5.8	0.0046	0.00368	0.0053
"CR1"	"H"	5.9	0.0046	0.00368	0.0053
"CR1"	"H"	6	0.0046	0.00368	0.0053
"CR1"	"H"	6.1	0.0047	0.00376	0.0053
"CR1"	"H"	6.2	0.0047	0.00376	0.0054
"CR1"	"H"	6.3	0.0047	0.00376	0.0054
"CR1"	"H"	6.4	0.0048	0.00384	0.0054
"CR1"	"H"	6.5	0.0048	0.00384	0.0054
"CR1"	"H"	6.6	0.0048	0.00384	0.0054
"CR1"	"H"	6.7	0.0048	0.00384	0.0054
"CR1"	"H"	6.8	0.0048	0.00384	0.0055
"CR1"	"H"	6.9	0.0049	0.00392	0.0055
"CR1"	"H"	7	0.0049	0.00392	0.0055
"CR1"	"H"	7.1	0.0049	0.00392	0.0055
"CR1"	"H"	7.2	0.0049	0.00392	0.0055
"CR1"	"H"	7.3	0.0049	0.00392	0.0056
"CR1"	"H"	7.4	0.0049	0.00392	0.0056
"CR1"	"H"	7.5	0.005	0.004	0.0056
"CR1"	"H"	7.6	0.005	0.004	0.0056
"CR1"	"H"	7.7	0.005	0.004	0.0056
"CR1"	"H"	7.8	0.005	0.004	0.0056
"CR1"	"H"	7.9	0.005	0.004	0.0056
"CR1"	"H"	8	0.005	0.004	0.0056
"CR1"	"H"	8.1	0.005	0.004	0.0056
"CR1"	"H"	8.2	0.005	0.004	0.0056
"CR1"	"H"	8.3	0.0051	0.00408	0.0056
"CR1"	"H"	8.4	0.0051	0.00408	0.0057
"CR1"	"H"	8.5	0.0051	0.00408	0.0057
"CR1"	"H"	8.6	0.0051	0.00408	0.0057
"CR1"	"H"	8.7	0.0051	0.00408	0.0057
"CR1"	"H"	8.8	0.0052	0.00416	0.0057
"CR1"	"H"	8.9	0.0052	0.00416	0.0057
"CR1"	"H"	9	0.0052	0.00416	0.0057
"CR1"	"H"	9.1	0.0052	0.00416	0.0057
"CR1"	"H"	9.2	0.0052	0.00416	0.0058
"CR1"	"H"	9.3	0.0052	0.00416	0.0058
"CR1"	"H"	9.4	0.0052	0.00416	0.0058
"CR1"	"H"	9.5	0.0052	0.00416	0.0058
"CR1"	"H"	9.6	0.0053	0.00424	0.0058
"CR1"	"H"	9.7	0.0053	0.00424	0.0058
"CR1"	"H"	9.8	0.0053	0.00424	0.0058
"CR1"	"H"	9.9	0.0053	0.00424	0.0058
"CR1"	"H"	10	0.0053	0.00424	0.0058
"CR1"	"H"	10.1	0.0053	0.00424	0.0058
"CR1"	"H"	10.2	0.0053	0.00424	0.0058
"CR1"	"H"	10.3	0.0053	0.00424	0.0058
"CR1"	"H"	10.4	0.0053	0.00424	0.0058
"CR1"	"H"	10.5	0.0053	0.00424	0.0059
"CR1"	"H"	10.6	0.0053	0.00424	0.0059
"CR1"	"H"	10.7	0.0054	0.00432	0.0059
"CR1"	"H"	10.8	0.0054	0.00432	0.0059
"CR1"	"H"	10.9	0.0054	0.00432	0.0059
"CR1"	"H"	11	0.0054	0.00432	0.0059
"CR1"	"H"	11.1	0.0054	0.00432	0.0059
"CR1"	"H"	11.2	0.0054	0.00432	0.0059
"CR1"	"H"	11.3	0.0054	0.00432	0.0059
"CR1"	"H"	11.4	0.0054	0.00432	0.0059
"CR1"	"H"	11.5	0.0054	0.00432	0.0059
"CR1"	"H"	11.6	0.0054	0.00432	0.0059
"CR1"	"H"	11.7	0.0054	0.00432	0.0059
"CR1"	"H"	11.8	0.0055	0.0044	0.0059
"CR1"	"H"	11.9	0.0055	0.0044	0.0059
"CR1"	"H"	12	0.0055	0.0044	0.0059
"CR1"	"H"	12.1	0.0055	0.0044	0.006
"CR1"	"H"	12.2	0.0055	0.0044	0.006
"CR1"	"H"	12.3	0.0055	0.0044	0.006
"CR1"	"H"	12.4	0.0055	0.0044	0.006
"CR1"	"H"	12.5	0.0055	0.0044	0.006
"CR1"	"H"	12.6	0.0055	0.0044	0.006
"CR1"	"H"	12.7	0.0055	0.0044	0.006
"CR1"	"H"	12.8	0.0056	0.00448	0.006
"CR1"	"H"	12.9	0.0056	0.00448	0.006
"CR1"	"H"	13	0.0056	0.00448	0.006
"CR1"	"H"	13.1	0.0056	0.00448	0.006
"CR1"	"H"	13.2	0.0056	0.00448	0.006
"CR1"	"H"	13.3	0.0056	0.00448	0.006
"CR1"	"H"	13.4	0.0056	0.00448	0.006
"CR1"	"H"	13.5	0.0056	0.00448	0.006
"CR1"	"H"	13.6	0.0056	0.00448	0.006
"CR1"	"H"	13.7	0.0056	0.00448	0.006
"CR1"	"H"	13.8	0.0056	0.00448	0.006
"CR1"	"H"	13.9	0.0056	0.00448	0.006
"CR1"	"H"	14	0.0056	0.00448	0.006
"CR1"	"H"	14.1	0.0056	0.00448	0.006
"CR1"	"H"	14.2	0.0056	0.00448	0.006
"CR1"	"H"	14.3	0.0056	0.00448	0.006
"CR1"	"H"	14.4	0.0056	0.00448	0.006
"CR1"	"H"	14.5	0.0056	0.00448	0.006
"CR1"	"H"	14.6	0.0056	0.00448	0.006
"CR1"	"H"	14.7	0.0057	0.00456	0.006
"CR1"	"H"	14.8	0.0057	0.00456	0.006
"CR1"	"H"	14.9	0.0057	0.00456	0.0061
"CR1"	"H"	15	0.0057	0.00456	0.0061
"CR2"	"H"	0.1	1e-04	1e-04	1e-04
"CR2"	"H"	0.2	1e-04	1e-04	0.00012
"CR2"	"H"	0.3	3e-04	0.00024	0.00036
"CR2"	"H"	0.4	3e-04	0.00024	0.00036
"CR2"	"H"	0.5	4e-04	0.00032	0.00048
"CR2"	"H"	0.6	5e-04	4e-04	6e-04
"CR2"	"H"	0.7	5e-04	4e-04	6e-04
"CR2"	"H"	0.8	6e-04	0.00048	0.00072
"CR2"	"H"	0.9	7e-04	0.00056	0.00084
"CR2"	"H"	1	8e-04	0.00064	0.00096
"CR2"	"H"	1.1	8e-04	0.00064	0.00096
"CR2"	"H"	1.2	9e-04	0.00072	0.00108
"CR2"	"H"	1.3	9e-04	0.00072	0.00108
"CR2"	"H"	1.4	0.001	8e-04	0.0012
"CR2"	"H"	1.5	0.001	8e-04	0.0012
"CR2"	"H"	1.6	0.0011	0.00088	0.00132
"CR2"	"H"	1.7	0.0012	0.00096	0.00144
"CR2"	"H"	1.8	0.0012	0.00096	0.00144
"CR2"	"H"	1.9	0.0013	0.00104	0.00156
"CR2"	"H"	2	0.0013	0.00104	0.00156
"CR2"	"H"	2.1	0.0014	0.00112	0.00168
"CR2"	"H"	2.2	0.0014	0.00112	0.00168
"CR2"	"H"	2.3	0.0015	0.0012	0.0018
"CR2"	"H"	2.4	0.0015	0.0012	0.0018
"CR2"	"H"	2.5	0.0016	0.00128	0.00192
"CR2"	"H"	2.6	0.0016	0.00128	0.00192
"CR2"	"H"	2.7	0.0017	0.00136	0.00204
"CR2"	"H"	2.8	0.0017	0.00136	0.00204
"CR2"	"H"	2.9	0.0018	0.00144	0.00216
"CR2"	"H"	3	0.0018	0.00144	0.00216
"CR2"	"H"	3.1	0.0019	0.00152	0.00228
"CR2"	"H"	3.2	0.0019	0.00152	0.00228
"CR2"	"H"	3.3	0.0019	0.00152	0.00228
"CR2"	"H"	3.4	0.002	0.0016	0.0024
"CR2"	"H"	3.5	0.002	0.0016	0.0024
"CR2"	"H"	3.6	0.0021	0.00168	0.00252
"CR2"	"H"	3.7	0.0021	0.00168	0.00252
"CR2"	"H"	3.8	0.0022	0.00176	0.00264
"CR2"	"H"	3.9	0.0022	0.00176	0.00264
"CR2"	"H"	4	0.0022	0.00176	0.00264
"CR2"	"H"	4.1	0.0022	0.00176	0.00264
"CR2"	"H"	4.2	0.0023	0.00184	0.00276
"CR2"	"H"	4.3	0.0023	0.00184	0.00276
"CR2"	"H"	4.4	0.0024	0.00192	0.00288
"CR2"	"H"	4.5	0.0024	0.00192	0.00288
"CR2"	"H"	4.6	0.0024	0.00192	0.00288
"CR2"	"H"	4.7	0.0025	0.002	0.003
"CR2"	"H"	4.8	0.0025	0.002	0.003
"CR2"	"H"	4.9	0.0025	0.002	0.003
"CR2"	"H"	5	0.0026	0.00208	0.00312
"CR2"	"H"	5.1	0.0026	0.00208	0.00312
"CR2"	"H"	5.2	0.0026	0.00208	0.00312
"CR2"	"H"	5.3	0.0026	0.00208	0.00312
"CR2"	"H"	5.4	0.0027	0.00216	0.00324
"CR2"	"H"	5.5	0.0027	0.00216	0.00324
"CR2"	"H"	5.6	0.0027	0.00216	0.00324
"CR2"	"H"	5.7	0.0028	0.00224	0.00336
"CR2"	"H"	5.8	0.0028	0.00224	0.00336
"CR2"	"H"	5.9	0.0028	0.00224	0.00336
"CR2"	"H"	6	0.0029	0.00232	0.00348
"CR2"	"H"	6.1	0.0029	0.00232	0.00348
"CR2"	"H"	6.2	0.0029	0.00232	0.00348
"CR2"	"H"	6.3	0.0029	0.00232	0.00348
"CR2"	"H"	6.4	0.003	0.0024	0.0036
"CR2"	"H"	6.5	0.003	0.0024	0.0036
"CR2"	"H"	6.6	0.003	0.0024	0.0036
"CR2"	"H"	6.7	0.003	0.0024	0.0036
"CR2"	"H"	6.8	0.0031	0.00248	0.0037
"CR2"	"H"	6.9	0.0031	0.00248	0.0037
"CR2"	"H"	7	0.0031	0.00248	0.0037
"CR2"	"H"	7.1	0.0031	0.00248	0.00372
"CR2"	"H"	7.2	0.0032	0.00256	0.0038
"CR2"	"H"	7.3	0.0032	0.00256	0.0038
"CR2"	"H"	7.4	0.0032	0.00256	0.00384
"CR2"	"H"	7.5	0.0032	0.00256	0.00384
"CR2"	"H"	7.6	0.0032	0.00256	0.00384
"CR2"	"H"	7.7	0.0033	0.00264	0.0039
"CR2"	"H"	7.8	0.0033	0.00264	0.0039
"CR2"	"H"	7.9	0.0033	0.00264	0.00396
"CR2"	"H"	8	0.0033	0.00264	0.00396
"CR2"	"H"	8.1	0.0034	0.00272	0.004
"CR2"	"H"	8.2	0.0034	0.00272	0.004
"CR2"	"H"	8.3	0.0034	0.00272	0.004
"CR2"	"H"	8.4	0.0034	0.00272	0.004
"CR2"	"H"	8.5	0.0034	0.00272	0.00408
"CR2"	"H"	8.6	0.0034	0.00272	0.00408
"CR2"	"H"	8.7	0.0035	0.0028	0.0041
"CR2"	"H"	8.8	0.0035	0.0028	0.0041
"CR2"	"H"	8.9	0.0035	0.0028	0.0042
"CR2"	"H"	9	0.0035	0.0028	0.0042
"CR2"	"H"	9.1	0.0036	0.00288	0.0042
"CR2"	"H"	9.2	0.0036	0.00288	0.0042
"CR2"	"H"	9.3	0.0036	0.00288	0.0042
"CR2"	"H"	9.4	0.0036	0.00288	0.0042
"CR2"	"H"	9.5	0.0036	0.00288	0.0043
"CR2"	"H"	9.6	0.0036	0.00288	0.0043
"CR2"	"H"	9.7	0.0036	0.00288	0.0043
"CR2"	"H"	9.8	0.0037	0.00296	0.0043
"CR2"	"H"	9.9	0.0037	0.00296	0.0043
"CR2"	"H"	10	0.0037	0.00296	0.0043
"CR2"	"H"	10.1	0.0037	0.00296	0.0043
"CR2"	"H"	10.2	0.0037	0.00296	0.0043
"CR2"	"H"	10.3	0.0037	0.00296	0.0044
"CR2"	"H"	10.4	0.0038	0.00304	0.0044
"CR2"	"H"	10.5	0.0038	0.00304	0.0044
"CR2"	"H"	10.6	0.0038	0.00304	0.0044
"CR2"	"H"	10.7	0.0038	0.00304	0.0044
"CR2"	"H"	10.8	0.0038	0.00304	0.0044
"CR2"	"H"	10.9	0.0039	0.00312	0.0044
"CR2"	"H"	11	0.0039	0.00312	0.0045
"CR2"	"H"	11.1	0.0039	0.00312	0.0045
"CR2"	"H"	11.2	0.0039	0.00312	0.0045
"CR2"	"H"	11.3	0.0039	0.00312	0.0045
"CR2"	"H"	11.4	0.0039	0.00312	0.0045
"CR2"	"H"	11.5	0.0039	0.00312	0.0045
"CR2"	"H"	11.6	0.004	0.0032	0.0046
"CR2"	"H"	11.7	0.004	0.0032	0.0046
"CR2"	"H"	11.8	0.004	0.0032	0.0046
"CR2"	"H"	11.9	0.004	0.0032	0.0046
"CR2"	"H"	12	0.004	0.0032	0.0046
"CR2"	"H"	12.1	0.004	0.0032	0.0046
"CR2"	"H"	12.2	0.004	0.0032	0.0046
"CR2"	"H"	12.3	0.004	0.0032	0.0046
"CR2"	"H"	12.4	0.004	0.0032	0.0046
"CR2"	"H"	12.5	0.0041	0.00328	0.0046
"CR2"	"H"	12.6	0.0041	0.00328	0.0047
"CR2"	"H"	12.7	0.0041	0.00328	0.0047
"CR2"	"H"	12.8	0.0041	0.00328	0.0047
"CR2"	"H"	12.9	0.0041	0.00328	0.0047
"CR2"	"H"	13	0.0041	0.00328	0.0047
"CR2"	"H"	13.1	0.0042	0.00336	0.0047
"CR2"	"H"	13.2	0.0042	0.00336	0.0047
"CR2"	"H"	13.3	0.0042	0.00336	0.0048
"CR2"	"H"	13.4	0.0042	0.00336	0.0048
"CR2"	"H"	13.5	0.0042	0.00336	0.0048
"CR2"	"H"	13.6	0.0042	0.00336	0.0048
"CR2"	"H"	13.7	0.0042	0.00336	0.0048
"CR2"	"H"	13.8	0.0042	0.00336	0.0048
"CR2"	"H"	13.9	0.0042	0.00336	0.0048
"CR2"	"H"	14	0.0043	0.00344	0.0048
"CR2"	"H"	14.1	0.0043	0.00344	0.0048
"CR2"	"H"	14.2	0.0043	0.00344	0.0048
"CR2"	"H"	14.3	0.0043	0.00344	0.0048
"CR2"	"H"	14.4	0.0043	0.00344	0.0049
"CR2"	"H"	14.5	0.0043	0.00344	0.0049
"CR2"	"H"	14.6	0.0043	0.00344	0.0049
"CR2"	"H"	14.7	0.0043	0.00344	0.0049
"CR2"	"H"	14.8	0.0043	0.00344	0.0049
"CR2"	"H"	14.9	0.0043	0.00344	0.0049
"CR2"	"H"	15	0.0043	0.00344	0.0049
"CR3"	"H"	0.1	1e-04	8e-05	0.00012
"CR3"	"H"	0.2	3e-04	0.00024	0.00036
"CR3"	"H"	0.3	4e-04	0.00032	0.00048
"CR3"	"H"	0.4	6e-04	0.00048	0.00072
"CR3"	"H"	0.5	7e-04	0.00056	0.00084
"CR3"	"H"	0.6	8e-04	0.00064	0.00096
"CR3"	"H"	0.7	0.001	8e-04	0.0012
"CR3"	"H"	0.8	0.001	8e-04	0.0012
"CR3"	"H"	0.9	0.0012	0.00096	0.00144
"CR3"	"H"	1	0.0013	0.00104	0.00156
"CR3"	"H"	1.1	0.0014	0.00112	0.00168
"CR3"	"H"	1.2	0.0015	0.0012	0.0018
"CR3"	"H"	1.3	0.0015	0.0012	0.0018
"CR3"	"H"	1.4	0.0016	0.00128	0.00192
"CR3"	"H"	1.5	0.0017	0.00136	0.00204
"CR3"	"H"	1.6	0.0018	0.00144	0.00216
"CR3"	"H"	1.7	0.0019	0.00152	0.00228
"CR3"	"H"	1.8	0.002	0.0016	0.0024
"CR3"	"H"	1.9	0.0021	0.00168	0.00252
"CR3"	"H"	2	0.0021	0.00168	0.00252
"CR3"	"H"	2.1	0.0022	0.00176	0.00264
"CR3"	"H"	2.2	0.0023	0.00184	0.00276
"CR3"	"H"	2.3	0.0023	0.00184	0.00276
"CR3"	"H"	2.4	0.0024	0.00192	0.00288
"CR3"	"H"	2.5	0.0024	0.00192	0.00288
"CR3"	"H"	2.6	0.0025	0.002	0.003
"CR3"	"H"	2.7	0.0026	0.00208	0.00312
"CR3"	"H"	2.8	0.0026	0.00208	0.00312
"CR3"	"H"	2.9	0.0027	0.00216	0.00324
"CR3"	"H"	3	0.0027	0.00216	0.00324
"CR3"	"H"	3.1	0.0028	0.00224	0.00336
"CR3"	"H"	3.2	0.0029	0.00232	0.00348
"CR3"	"H"	3.3	0.0029	0.00232	0.00348
"CR3"	"H"	3.4	0.003	0.0024	0.0036
"CR3"	"H"	3.5	0.003	0.0024	0.0036
"CR3"	"H"	3.6	0.0031	0.00248	0.00372
"CR3"	"H"	3.7	0.0031	0.00248	0.00372
"CR3"	"H"	3.8	0.0032	0.00256	0.00384
"CR3"	"H"	3.9	0.0032	0.00256	0.00384
"CR3"	"H"	4	0.0032	0.00256	0.00384
"CR3"	"H"	4.1	0.0033	0.00264	0.00396
"CR3"	"H"	4.2	0.0033	0.00264	0.00396
"CR3"	"H"	4.3	0.0034	0.00272	0.00408
"CR3"	"H"	4.4	0.0034	0.00272	0.00408
"CR3"	"H"	4.5	0.0034	0.00272	0.00408
"CR3"	"H"	4.6	0.0034	0.00272	0.00408
"CR3"	"H"	4.7	0.0035	0.0028	0.0042
"CR3"	"H"	4.8	0.0035	0.0028	0.0042
"CR3"	"H"	4.9	0.0036	0.00288	0.0043
"CR3"	"H"	5	0.0036	0.00288	0.00432
"CR3"	"H"	5.1	0.0036	0.00288	0.00432
"CR3"	"H"	5.2	0.0036	0.00288	0.00432
"CR3"	"H"	5.3	0.0037	0.00296	0.00444
"CR3"	"H"	5.4	0.0037	0.00296	0.00444
"CR3"	"H"	5.5	0.0037	0.00296	0.00444
"CR3"	"H"	5.6	0.0038	0.00304	0.00456
"CR3"	"H"	5.7	0.0038	0.00304	0.00456
"CR3"	"H"	5.8	0.0039	0.00312	0.0046
"CR3"	"H"	5.9	0.0039	0.00312	0.0046
"CR3"	"H"	6	0.0039	0.00312	0.0046
"CR3"	"H"	6.1	0.0039	0.00312	0.00468
"CR3"	"H"	6.2	0.004	0.0032	0.0047
"CR3"	"H"	6.3	0.004	0.0032	0.0047
"CR3"	"H"	6.4	0.004	0.0032	0.0047
"CR3"	"H"	6.5	0.004	0.0032	0.0048
"CR3"	"H"	6.6	0.004	0.0032	0.0048
"CR3"	"H"	6.7	0.0041	0.00328	0.0048
"CR3"	"H"	6.8	0.0041	0.00328	0.0048
"CR3"	"H"	6.9	0.0041	0.00328	0.0048
"CR3"	"H"	7	0.0042	0.00336	0.0049
"CR3"	"H"	7.1	0.0042	0.00336	0.0049
"CR3"	"H"	7.2	0.0042	0.00336	0.0049
"CR3"	"H"	7.3	0.0042	0.00336	0.0049
"CR3"	"H"	7.4	0.0042	0.00336	0.0049
"CR3"	"H"	7.5	0.0043	0.00344	0.005
